"PERMITNO"|"FCLTUIN"|"FCLNAME"|"FCLTYAD"|"FCLTCIT"|"FCLTCTC"|"FCLSTCD"|"FCLZIPC"|"FCLGLAT"|"FCLGLON"|"IMPCAT"
"TXR040043"|"110038111450"|"CITY OF MORGANS POINT RESORT"|"MS4; WITHIN THE TEMPLE"|"MORGANS POINT RESORT"|"1383799"|"TX"|"76513"|""|""|""
"TXR040044"|"110038335058"|"DFW AIRPORT MS4"|"WITHIN DFW AIRPORT LIMITS"|"DFW AIRPORT"|"1384005"|"TX"|"75261"|32.89|-97.04|""
"TXR040045"|"110040438327"|"FORT BEND COUNTY MS4"|"AREA WITHIN THE COUNTY OF FORT BEND THAT IS"|"ROSENBERG"|"1345587"|"TX"|"77471"|""|""|""
"TXR040046"|"110038111469"|"CITY OF SHERMAN MS4"|"SHERMAN URBANIZED AREA"|"SHERMAN"|"1368131"|"TX"|"75091"|""|""|""
"TXR040047"|"110040092066"|"CITY OF WOLFFORTH MS4"|"WITHIN THE WOLFFORTH CITY LIMITS THAT IS LOCATED"|"WOLFFORTH"|"1371874"|"TX"|"79382-0036"|""|""|""
"TXR040048"|"110038372506"|"CITY OF ALAMO HEIGHTS MS4"|"BOUNDARIES OF CITY OF ALAMO"|"SAN ANTONIO"|"1380951"|"TX"|"78209"|""|""|""
"TXR040049"|"110039022250"|"BRUSHY CREEK MUD MS4"|"WITHIN THE CITY OF ROUND ROCK"|"ROUND ROCK"|"1366966"|"TX"|"78681"|30.510277|-97.736666|""
"TXR040050"|"110037938569"|"TOWN OF HIGHLAND PARK MS4"|"URBANIZED AREA OF HIGHLAND PK"|"TOWN OF HIGHLAND PARK"|"1383842"|"TX"|"75205"|""|""|""
"TXR040051"|"110038181847"|"CAMERON COUNTY MS4"|"MULTIPLE URBANIZED AREAS WITH"|"BROWNSVILLE"|"1372749"|"TX"|"78520"|""|""|""
"TXR040052"|"110037516872"|"TARRANT COUNTY MS4"|"URABANIZED AREAS IN TARRANT"|"FORT WORTH"|"1380947"|"TX"|"76196"|""|""|""
"TXR040053"|"110037938578"|"NORTHWEST DALLAS CO FLOOD CO"|"DISTRICT MS4"|"GARLAND"|"1388185"|"TX"|"75043"|""|""|""
"TXR040054"|"110038181856"|"NUECES COUNTY MS4"|"URBANIZED AREA CITY OF CORPUS"|"CORPUS CHRISTI"|"1333380"|"TX"|"78401"|""|""|""
"TXR040055"|"110037938587"|"BELL COUNTY MS4"|"URBANIZED AREA OF BELL CO"|"BELTON"|"1351858"|"TX"|"76513"|""|""|""
"TXR040056"|"110038372515"|"TOWN OF DOUBLE OAK MS4"|"DENTON LEWISVVILLE URBANIZED"|"DOUBLE OAK"|"1383847"|"TX"|"75077"|""|""|""
"TXR040057"|"110037516881"|"TOWN OF HORIZON CITY MS4"|"CORPORATE LIMITS OF THE TOWN"|"HORIZON CITY"|"1359564"|"TX"|"79928"|31.6826|-106.2002|""
"TXR040058"|"110038520482"|"CITY OF DEER PARK MS4"|"WITHIN CITY OF DEER PARK"|"DEER PARK"|"1334219"|"TX"|"77536"|""|""|""
"TXR040059"|"110037938596"|"CITY OF LEWISVILLE MS4"|"WITHIN DENTON AND DALLAS"|"LEWISVILLE"|"1339860"|"TX"|"75029"|""|""|""
"TXR040060"|"110038520491"|"CITY OF HELOTES MS4"|"WITHIN CITY OF HELOTES WITHIN"|"HELOTES"|"1337583"|"TX"|"78023"|""|""|""
"TXR040061"|"110038111478"|"CITY OF KRUM MS4"|"WITHIN CITY OF KRUM, DENTON"|"KRUM"|"1360773"|"TX"|"76249"|""|""|""
"TXR040062"|"110038111487"|"CITY OF BURLESON MS4"|"WITHIN THE CITY OF BURLESON"|"BURLESON"|"1331683"|"TX"|"76028"|32.544444|-97.338055|""
"TXR040063"|"110041936171"|"CITY OF SOUTHSIDE PLACE MS4"|"WITHIN THE CITY OF SOUTHSIDE PLACE LIMITS THAT IS"|"SOUTHSIDE PLACE"|"1347529"|"TX"|"77005"|""|""|""
"TXR040064"|"110038372524"|"CITY OF SEAGOVILLE MS4"|"URBANIZED AREA IN DALLAS"|"SEAGOVILLE"|"1346844"|"TX"|"75159"|""|""|""
"TXR040065"|"110037938603"|"CITY OF GRAND PRAIRIE MS4"|"WITHIN DALLAS/FT WORTH"|"GRAND PRAIRIE"|"1336802"|"TX"|"75050"|""|""|""
"TXR040066"|"110038372533"|"UNIVERSITY OF NORTH TEXAS MS4"|"WITHIN DENTON AND COOKE"|"DENTON"|"1334260"|"TX"|"76203"|""|""|""
"TXR040067"|"110038372542"|"GALVESTON CO CONS DRAINAGE MS4"|"CITY OF FRIENDSWOOD & LEAGUE"|"FRIENDSWOOD"|"1336252"|"TX"|"77546"|""|""|""
"TXR040068"|"110039022269"|"US DEPARTMENT OF THE AIR FORCE"|"MS4 LACKLAND AFB JURISDICTION"|"LACKLAND AFB"|"1383800"|"TX"|"78236"|""|""|""
"TXR040069"|"110038111496"|"US ARMY GARRISON FT HOOD"|"WITHIN THE S FT HOOD CANTONMENT EXCLUDING THE FT"|"FORT HOOD"|"1383799"|"TX"|"76544"|""|""|""
"TXR040070"|"110037516890"|"CITY OF WEBSTER MS4"|"BETWEEN HOUSTON AND GAVLESTON"|"WEBSTER"|"1349594"|"TX"|"77598"|""|""|""
"TXR040071"|"110038112262"|"CITY OF LANCASTER MS4"|"WITHIN THE CITY OF LANCASTER"|"LANCASTER"|"1339599"|"TX"|"75146"|32.596|-96.781|""
"TXR040072"|"110037516907"|"CITY OF DUNCANVILLE MS4"|"AREA WITHIN CITY OF"|"DUNCANVILLE"|"1334786"|"TX"|"75138"|32.646|-96.913|""
"TXR040073"|"110038111502"|"CITY OF DESOTO MS4"|"AREA WITHIN CITY OF DESOTO"|"DESOTO"|"1383842"|"TX"|"75115"|""|""|""
"TXR040074"|"110037938765"|"CITY OF MCALLEN MS4"|"WITH MCALLEN LIMITS"|"MCALLEN"|"1374829"|"TX"|"78501"|""|""|""
"TXR040075"|"110037516916"|"CITY OF WYLIE MS4"|"WITHIN CITY OF WYLIE LIMITS"|"WYLIE"|"1350621"|"TX"|"75098"|33.022|-96.537|""
"TXR040076"|"110037938774"|"CITY OF CORINTH MS4"|"WITHIN CORINTH LIMITS"|"CORINTH"|"1333356"|"TX"|"76208"|""|""|""
"TXR040077"|"110037516925"|"CITY OF THE COLONY MS4"|"WITHIN THE CITY OF THE COLONY"|"THE COLONY"|"1383847"|"TX"|"75056"|33.09|-96.893|""
"TXR040078"|"110038520507"|"CITY OF PFLUGERVILLE MS4"|"CORP LIMITS OF CITY OF"|"PFLUGERVILLE"|"1365131"|"TX"|"78691"|""|""|""
"TXR040079"|"110038111511"|"TOWN OF ADDISON MS4"|"WITHIN TOWN OF ADDISON"|"DALLAS"|"1380944"|"TX"|"75251"|""|""|""
"TXR040080"|"110037938783"|"TOWN OF TROPHY CLUB MS4"|"WITHIN DENTON URBANIZED AREA"|"TROPHY CLUB"|"1383847"|"TX"|"76262"|""|""|""
"TXR040081"|"110037938792"|"CITY OF ROWLETT MS4"|"WITHIN CITY OF ROWLETT AND"|"ROWLETT"|"1345719"|"TX"|"75030"|""|""|""
"TXR040082"|"110038372551"|"CITY OF MIDLAND MS4"|"WITHIN THE CITY OF MIDLAND"|"MIDLAND"|"1341547"|"TX"|"79702"|""|""|""
"TXR040083"|"110037938809"|"CITY OF BENBROOK MS4"|"WITHIN DALLAS/FT WORTH AREA"|"BENBROOK"|"1372495"|"TX"|"76126"|""|""|""
"TXR040084"|"110040087394"|"CITY OF LONGVIEW MS4"|"WITHIN LONGVIEW CITY LIMITS THAT IS LOCATED"|"LONGVIEW"|"1374716"|"TX"|"75606"|""|""|""
"TXR040085"|"110037516934"|"CITY OF ROLLINGWOOD MS4"|"WITHIN THE CITY FO ROLLINGWOOD"|"ROLLINGWOOD"|"1345526"|"TX"|"78746"|""|""|""
"TXR040086"|"110038181865"|"CITY OF KRIBY MS4"|"WITHIN THE CITY OF KIRBY AND"|"KIRBY"|"1339154"|"TX"|"78219"|""|""|""
"TXR040087"|"110038372560"|"SHEPPARD AIR FORCE BASE MS4"|"WITHIN SHEPPARD AFB"|"WICHITA FALLS"|"1376776"|"TX"|"76307"|""|""|""
"TXR040088"|"110037516943"|"CITY OF RICHMOND MS4"|"WITHIN THE CITY OF RICHMOND"|"RICHMOND"|"1345187"|"TX"|"77469"|29.588333|-95.760833|""
"TXR040089"|"110038372579"|"CITY OF RICHLAND HILLS MS4"|"WITHIN FT WORTH URBANIZED AREA"|"RICHLAND HILLS"|"1375190"|"TX"|"76118"|""|""|""
"TXR040090"|"110038520516"|"CITY OF HEWITT MS4"|"WITHIN THE INCORPORATED CITY"|"HEWITT"|"1359098"|"TX"|"76643"|""|""|""
"TXR040091"|"110038181874"|"CITY OF FOREST HILL MS4"|"URBANIZED AREA OF CITY OF"|"FOREST HILL"|"1336023"|"TX"|"76140"|""|""|""
"TXR040092"|"110037938818"|"CITY OF ALLEN MS4"|"WITHIN DLLAS URBANZIED AREA"|"ALLEN"|"1329377"|"TX"|"75013"|""|""|""
"TXR040093"|"110037938827"|"CITY OF BLUE MOUND MS4"|"WITHIN CITY OF BLUE MOUND AND"|"BLUE MOUND"|"1330911"|"TX"|"76131"|32.85649|-97.3382|""
"TXR040094"|"110038181883"|"CITY OF GALENA PARK MS4"|"WITHIN THE CITY OF GALENA PARK"|"GALENA PARK"|"1377177"|"TX"|"77547"|""|""|""
"TXR040095"|"110038376566"|"CITY OF JACINTO CITY MS4"|"WITHIN CITY OF JACINTO CITY"|"JACINTO CITY"|"1374254"|"TX"|"77029"|""|""|""
"TXR040096"|"110040438345"|"CITY OF KEMAH MS4"|"AREA WITHIN CITY LIMITS OF KEMAH CORPORATE LIMITS"|"KEMAH"|"1339021"|"TX"|"77565"|""|""|""
"TXR040097"|"110038181892"|"CITY OF WHITE OAK MS4"|"WITHIN THE CITY OF WHITE OAK"|"WHITE OAK"|"1349958"|"TX"|"75693"|""|""|""
"TXR040098"|"110038372588"|"CITY OF SEABROOK MS4"|"WITHIN THE CITY OF SEABROOK"|"SEABROOK"|"1346840"|"TX"|"77586"|29.571388|-95.024166|""
"TXR040099"|"110037938836"|"CITY OF LAKE WORTH MS4"|"WITHIN FORT WORTH AREA"|"LAKE WORTH"|"1339528"|"TX"|"76135"|""|""|""
"TXR040100"|"110038111520"|"CITY OF HALTOM CITY MS4"|"WITHIN CITY OF HALTOM CITY"|"HALTOM CITY"|"1384005"|"TX"|"76117"|""|""|""
"TXR040101"|"110037938845"|"CITY OF CROWLEY MS4"|"WITHIN FT WORTH URBANZIED AREA"|"CROWLEY"|"1333742"|"TX"|"76036"|""|""|""
"TXR040102"|"110037938854"|"CITY OF HEATH MS4"|"WITHIN DALLAS URBANIZED AREA"|"HEATH"|"1383984"|"TX"|"75032"|""|""|""
"TXR040103"|"110037938863"|"CITY OF EVERMAN MS4"|"WITHIN FT WORTH AREA"|"EVERMAN"|"1335589"|"TX"|"76140"|""|""|""
"TXR040104"|"110038372597"|"CITY OF HUTCHINS MS4"|"WITHIN THE CITY OF HUTCHINS"|"HUTCHINS"|"1338331"|"TX"|"75141"|32.655277|-96.717777|""
"TXR040105"|"110038335067"|"CITY OF HUTTO MS4"|"WITHIN THE CITY OF HUTTO"|"HUTTO"|"1359869"|"TX"|"78634"|30.544444|-97.545277|""
"TXR040106"|"110038111539"|"MCLENNAN COUNTY MS4"|"URBANIZED AREA IN MCLENNAN CO"|"WACO"|""|"TX"|"76701"|""|""|""
"TXR040107"|"110038372604"|"CITY OF CONVERSE MS4"|"WITHIN SAN ANTONIO URBANIZED"|"CONVERSE"|"1333257"|"TX"|"78109"|""|""|""
"TXR040108"|"110037938872"|"CITY OF MCKINNEY MS4"|"MCKINNEY URBANIZED AREA"|"MCKINNEY"|"1341241"|"TX"|"75070"|""|""|""
"TXR040109"|"110038377342"|"WEST KEEGANS BAYOU IMPR. DIST"|"BOUNDED BY ELDRIDGE AND OLD"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040110"|"110037938881"|"CITY OF AZLE MS4"|"WITHIN DALLAS-ARLINGTON-FT WOR"|"AZLE"|"1329893"|"TX"|"76020"|""|""|""
"TXR040111"|"110038372613"|"CITY OF SUGAR LAND MS4"|"WITHIN CITY OF SUGAR LAND"|"SUGAR LAND"|"1348034"|"TX"|"77487"|""|""|""
"TXR040112"|"110038181909"|"WILLIAMSON COUNTY MS4"|"WITHIN WILLIAMSON CO"|"GEORGETOWN"|"1357960"|"TX"|"78626"|30.53401|-97.78266|""
"TXR040113"|"110037516952"|"CITY OF NORTH RICHLAND HILLS"|"MS4 WITHIN CITY OF N RICHLAND"|"NORTH RICHLAND HILLS"|"1375190"|"TX"|"76180"|""|""|""
"TXR040114"|"110037938890"|"CITY OF GRAPEVINE MS4"|"DALLAS/FT WORTH/ARLINGTON AREA"|"GRAPEVINE"|"1336834"|"TX"|"76099"|""|""|""
"TXR040115"|"110037543806"|"RANDOLPH AIR FORCE BASE MS4"|"LOCATED WITHIN THE SAN ANTONIO URBANIZED AREA"|"SAN ANTONIO"|"1380951"|"TX"|"78283"|29.543611|-98.2875|"4"
"TXR040116"|"110037938907"|"CITY OF HIGHLAND VILLAGE MS4"|"WITHIN DENTON URABNAIZED AREA"|"HIGHLAND VILLAGE"|"1383847"|"TX"|"75077"|""|""|""
"TXR040117"|"110040088384"|"CITY OF LA PORTE MS4"|"WITHIN THE LA PORTE CITY LIMITS THAT IS LOCATED"|"LA PORTE"|"1339426"|"TX"|"77571"|""|""|""
"TXR040118"|"110038111548"|"TONW OF FLOWER MOUND MS4"|"DENTON-LEWSIVILLE URBANIZED"|"FLOWER MOUND"|"1335983"|"TX"|"75028"|""|""|""
"TXR040119"|"110037938916"|"CITY OF BEDFORD MS4"|"WITHIN FT WORTH URBANIZED AREA"|"BEDFORD"|"1372463"|"TX"|"76021"|""|""|""
"TXR040120"|"110037938925"|"DALLAS COUNTY MS4"|"WITHIN DALLAS COUNTY"|"DALLAS"|"1380944"|"TX"|"75202"|""|""|""
"TXR040121"|"110038376575"|"MONTGOMERY COUNTY DRAINAGE DIS"|"6 MS4/WITHIN DRAINAGE DIST. 6"|"HOUSTON"|"1383955"|"TX"|"77002"|""|""|""
"TXR040122"|"110038372622"|"SOUTHERN MONTGOMERY CO MUD MS4"|"WITHIN THE SO MONT CO MUD"|"SPRING"|"1383955"|"TX"|"77386"|""|""|""
"TXR040123"|"110037516961"|"MONTGOMERY CO MUD 19 MS4"|"WITHIN MONTGOMERY CO"|"SPRING"|"1383955"|"TX"|"77383"|""|""|""
"TXR040124"|"110038376584"|"ELLIS COUNTY MS4"|"ELLIS COUNTY WITHIN DALLAS FT"|"WAXAHACHIE"|"1375223"|"TX"|"75165"|""|""|""
"TXR040125"|"110038111557"|"CITY OF WHITE SETTLEMENT"|"WITHIN THE CITY OF WHITE"|"WHITE SETTLEMENT"|"1349989"|"TX"|"76108"|32.758611|-97.459166|""
"TXR040126"|"110038108197"|"NORTH MISSION GLENN MUD MS4"|"W OF GAINES RD EAST SOUTH OF"|"HOUSTON"|"1383864"|"TX"|"77046"|""|""|""
"TXR040127"|"110037932299"|"CIYT OF SACHSE"|"WITHIN SACHSE LIMITS"|"SACHSE"|"1383828"|"TX"|"75048"|""|""|""
"TXR040128"|"110038335076"|"FORT BLISS MS4"|"WITHIN THE EL PASO URBANIZED"|"FORT BLISS"|""|"TX"|"79916"|31.83648|-106.41164|""
"TXR040129"|"110037516970"|"JEFFERSON COUNTY MS4"|"WITHIN THE JEFFERSON CO LIMITS"|"BEAUMONT"|"1330268"|"TX"|"77701"|""|""|""
"TXR040130"|"110037516989"|"JEFFERSON COUNTY DRAINAGE DIST"|"MS4/WITHIN DRAINAGE DIST 7"|"PORT ARTHUR"|"1384151"|"TX"|"77643"|""|""|""
"TXR040131"|"110010124141"|"CITY OF PORT NECHES"|"PO BOX 758"|"PORT NECHES"|"1375534"|"TX"|"77651"|29.954639|-93.942667|""
"TXR040132"|"110038372631"|"WELLS BRANCH MUD MS4"|"AUSTIN & ROUND ROCK WITHIN IH-"|"AUSTIN"|"1384879"|"TX"|"78728"|""|""|""
"TXR040133"|"110037938961"|"CITY OF NEDERLAND MS4"|"WITHIN THE PT ARTHUR AREA"|"NEDERLAND"|"1363634"|"TX"|"77627"|""|""|""
"TXR040134"|"110037938970"|"CITY OF GROVES MS4"|"PORT ARTHUR URBANIZED AREA"|"GROVES"|"1358473"|"TX"|"77619"|""|""|""
"TXR040135"|"110038372640"|"CITY OF FREEPORT MS4"|"WITHIN CITY OF FREEPORT, LAKE"|"FREEPORT"|"1357720"|"TX"|"77541"|""|""|""
"TXR040136"|"110037938989"|"CITY OF ANGLETON MS4"|"LAKE JACKSON ANGLETON AREA"|"ANGLETON"|"1351127"|"TX"|"77515"|""|""|""
"TXR040137"|"110037208161"|"ANGLETON DRAINAGE DISTRICT MS4"|"WITHIN THE CITY OF ANGLETON"|"ANGLETON"|"1351127"|"TX"|"77516"|29.162777|-95.409444|""
"TXR040138"|"110038111566"|"CITY OF ALVIN MS4"|"WITHIN THE CITY OF ALVIN"|"ALVIN"|"1329478"|"TX"|"77511"|""|""|""
"TXR040139"|"110042395743"|"CITY OF CLUTE MS4"|"WITHIN THE CLUTE CITY LIMITS LOCATED WITHIN THE"|"CLUTE"|"1354690"|"TX"|"77531"|""|""|""
"TXR040140"|"110037517737"|"CITY OF LAKE JACKSON MS4"|"WITHIN THE CITY OF LK JACKSON"|"LAKE JACKSON"|"1360850"|"TX"|"77566"|""|""|""
"TXR040141"|"110037517746"|"CITY OF RICHWOOD MS4"|"WITHIN THE CITY OF RICHWOOD"|"RICHWOOD"|"1380437"|"TX"|"77531"|29.051111|-95.408888|""
"TXR040142"|"110037517755"|"VELASCO DRAINAGE DIST MS4"|"WITHIN THE VELASCO DIST"|"CLUTE"|"1354690"|"TX"|"77531"|""|""|""
"TXR040143"|"110038372659"|"CITY OF PORT ARTHUR MS4"|"WITHIN CITY OF PT ARTHUR"|"PORT ARTHUR"|"1384151"|"TX"|"77640"|29.911944|-93.9175|""
"TXR040144"|"110038111575"|"BRAZORIA DRAINAGE DIST 4"|"WITHIN THE CITY OF PEARLAND"|"PEARLAND"|"1343734"|"TX"|"77581"|""|""|""
"TXR040145"|"110037517764"|"CITY OF SAGINAW MS4"|"WITHIN THE SAGINAW LIMITS"|"SAGINAW"|"1345838"|"TX"|"76179"|""|""|""
"TXR040146"|"110038372668"|"CITY OF RIVER OAKS MS4"|"1.9 M W SIDE OF DALLAS FT WORT"|"RIVER OAKS"|"1345261"|"TX"|"76114"|""|""|""
"TXR040147"|"110037517773"|"RAYFORD ROAD MUD MS4"|"WITHIN THE RAYFORD LIMITS"|"HOUSTON"|"1383955"|"TX"|"77002"|""|""|""
"TXR040148"|"110038372677"|"BRAZORIA CO CONSERVATION &"|"RECLAMATION DIST 3 MS4"|"ALVIN"|"1329478"|"TX"|"77512"|""|""|""
"TXR040149"|"110038520525"|"CITY OF LEANDER MS4"|"WITHIN LEANDER CITY LIMITS"|"LEANDER"|"1361023"|"TX"|"78646"|""|""|""
"TXR040150"|"110037939032"|"CITY OF CEDAR PARK MS4"|"WITHIN CITY OF CEDAR PARK"|"CEDAR PARK"|"1354140"|"TX"|"78613"|""|""|""
"TXR040151"|"110038108204"|"CINCO MUD 2 MS4"|"BORDER OF FT BEND AND HARRIS"|"HOUSTON"|"1383864"|"TX"|"77002"|29.735833|-95.756111|"4"
"TXR040152"|"110038108213"|"CINCO MUD 8 MS4"|"WITHIN FT BEND CO"|"HOUSTON"|"1383864"|"TX"|"77046"|29.711944|-95.7375|"4"
"TXR040153"|"110038515951"|"FORT BEND COUNTY MUD 118 MS4"|"FT BEND CO HOUSTON URBANIZED"|"HOUSTON"|"1383864"|"TX"|"77002"|""|""|""
"TXR040154"|"110040438363"|"BRAZORIA COUNTY MS4"|"WITHIN BRAZORIA COUNTY LIMITS THAT IS LOCATED IN"|"ANGLETON"|"1351127"|"TX"|"77515"|""|""|""
"TXR040155"|"110042378860"|"TOWN OF HOLLYWOOD PARK MS4"|"WITHIN THE MUNICIPAL BOUNDARIES OF THE TOWN OF"|"HOLLYWOOD PARK"|"1337969"|"TX"|"78232"|""|""|""
"TXR040156"|"110038520534"|"CITY OF BALCONES HEIGHTS MS4"|"WITHIN MUNICIPAL BOUNDARIES OF"|"BALCONES HEIGHTS"|"1329967"|"TX"|"78201"|""|""|""
"TXR040157"|"110038520543"|"CITY OF LIVE OAK"|"WITHIN MUN BOUNDARIES OF CITY"|"LIVE OAK"|"1383800"|"TX"|"78233"|""|""|""
"TXR040158"|"110041936180"|"TEXAS DEPARTMENT OF TRANSPORTATION ABILENE DISTRICT MS4"|"FACILITIES LOCATED WITH THE CITY OF TYE UA"|"ABILENE"|"1329173"|"TX"|"79601"|""|""|""
"TXR040159"|"110038520552"|"CITY OF TERRELL HILLS MS4"|"CONTAINED BY MUN BOUNDARIES OF"|"TERRELL HILLS"|"1348382"|"TX"|"78209"|""|""|""
"TXR040160"|"110038520909"|"CITY OF HILL COUNTRY VILLAGE"|"MS4 WITHIN MUN BOUNDAREIDS OF"|"HILL COUNTRY VILLAGE"|"1337777"|"TX"|"78232"|""|""|""
"TXR040161"|"110037517782"|"CITY OF SAN BENITO MS4"|"WITHIN THE CITY OF SAN BENITO"|"SAN BENITO"|"1375956"|"TX"|"78586"|""|""|""
"TXR040162"|"110037517791"|"CITY OF ALTON MS4"|"WITHIN THE CITY OF ALTON"|"ALTON"|"1383893"|"TX"|"78573"|26.283333|-98.3|""
"TXR040163"|"110038335085"|"TEXAS DEPT OF TRANSPORATAION"|"ODESS DIST MS4"|"ODESSA"|"1343067"|"TX"|"797613522"|""|""|""
"TXR040164"|"110037517808"|"CITY OF HARLINGEN MS4"|"WITHIN THE HARLINGEN URBANIZED"|"HARLINGEN"|"1337354"|"TX"|"78551"|""|""|""
"TXR040165"|"110037939041"|"CITY OF DONNA MS4"|"MCALLEN URBANIZED AREA"|"DONNA"|"1334485"|"TX"|"78537"|""|""|""
"TXR040166"|"110038179075"|"TEXAS DEPT OF TRANSPORTATION"|"PARIS DIST MS4"|"PARIS"|"1383876"|"TX"|"75460"|33.674139|-95.556036|""
"TXR040167"|"110037517817"|"CITY OF SAN JUAN MS4"|"WITHIN THE CITY OF SAN JUAN"|"SAN JUAN"|"1346393"|"TX"|"78589"|""|""|""
"TXR040168"|"110037517826"|"CITY OF MISSION MS4"|"WITHIN CITY OF MISSION"|"MISSION"|"1341738"|"TX"|"78572"|26.2|-98.316666|""
"TXR040169"|"110038372686"|"TEXAS DEPT OF TRANSPORATION"|"DIST MS4/WITHIN LUBBOCK"|"LUBBOCK"|"1374760"|"TX"|"79404"|""|""|""
"TXR040170"|"110038335094"|"TEXAS DEPT OF TRANSPORTATION"|"TYLER DIST MS4"|"TYLER"|"1348998"|"TX"|"757027712"|32.346518|-95.330945|""
"TXR040171"|"110038520918"|"TEXAS DEPT OF TRANSPORTATION"|"PHARR DIST MS4"|"PHARR"|"1343930"|"TX"|"78577"|""|""|""
"TXR040172"|"110038372695"|"BRAZOS COUNTY MS4"|"URBANIZED AREA OUTSIDE CITY"|"BRYAN"|"1353099"|"TX"|"77803"|30.565833|-96.333611|""
"TXR040173"|"110037939050"|"CITY OF BELLAIRE MS4"|"WITHIN HOUSTON URBANIZED AREA"|"BELLAIRE"|"1330381"|"TX"|"77401"|""|""|""
"TXR040174"|"110038520927"|"CITY OF LUMBERTON MS4"|"WITHIN BEAUMONT URBANIZED AREA"|"LUMBERTON"|"1383885"|"TX"|"77657"|""|""|""
"TXR040175"|"110038520936"|"CITY OF NOLANVILLE MS4"|"WITHIN NOLANVILLE LIMITS"|"NOLANVILLE"|"1383799"|"TX"|"76559"|""|""|""
"TXR040176"|"110038515960"|"TEXAS DEPT OF TRANSPORTATION"|"AMARILLO DIST MS4"|"AMARILLO"|"1383973"|"TX"|"79114"|35.25999|-101.81086|""
"TXR040177"|"110037932306"|"CITY OF LUCAS MS4"|"LUCAS CITY LIMITS"|"LUCAS"|"1378618"|"TX"|"75002"|""|""|""
"TXR040178"|"110038520945"|"CITY OF LA MARQUE MS4"|"WITHIN CORPORATE LIMITS OF"|"LA MARQUE"|"1377749"|"TX"|"77568"|""|""|""
"TXR040179"|"110038376593"|"TEXAS DEPT OF TRANSPORTATION"|"TEXARKANA URBANIZED AREA"|"ATLANTA"|"1383804"|"TX"|"75551"|""|""|""
"TXR040180"|"110038335101"|"TEXAS DEPT OF TRANSPORTATION"|"BEAUMONT DIST MS4"|"BEAUMONT"|"1330268"|"TX"|"777081701"|30.153721|-94.180272|""
"TXR040181"|"110038372702"|"TEXAS DEPT OF TRANSPORTATION"|"BRYAN AND COLLEGE STATION"|"BRYAN"|"1353099"|"TX"|"77803"|30.673789|-96.374034|""
"TXR040182"|"110038372711"|"TEXAS DEPT OF TRANSPORTATION"|"CORPUS CHRISTI URBANIZED AREA"|"CORPUS CHRISTI"|"1333380"|"TX"|"78416"|""|""|""
"TXR040183"|"110038520954"|"TEXAS DEPT OF TRANSPORTATION"|"EL PASO DIST MS4"|"EL PASO"|"1380946"|"TX"|"79928"|31.75992|-106.49076|""
"TXR040184"|"110037856754"|"TEXAS DEPT OF TRANSPORTATION"|"PO BOX 6868"|"FORT WORTH"|"1380947"|"TX"|"761150868"|32.6671|-97.35473|""
"TXR040185"|"110038108222"|"CINCO MUD 5 MS4"|"BORDER OF FT BEND AND HARRIS"|"HOUSTON"|"1383864"|"TX"|"77002"|29.725|-95.746388|"4"
"TXR040186"|"110038108231"|"CINCO MUD MS4"|"WITHIN FT BEND CO AND CINCO RH"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040187"|"110038108240"|"CINCO MUD 3 MSR"|"BORDER OF FT BEND AND HARRIS"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040188"|"110038108259"|"CINCO MUD 6 MS4"|"BORDER OF FT BEND AND HARRIS"|"HOUSTON"|"1383864"|"TX"|"77027"|29.737222|-95.733888|""
"TXR040189"|"110038108268"|"CINCO MUD MS4"|"WITHIN FT BEND CO BY FRY RD"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040190"|"110038108277"|"CINCO MUD 9 MS4"|"ALONG BORDER OF FT BEND AND"|"HOUSTON"|"1383864"|"TX"|"77027"|29.749444|-95.769722|""
"TXR040191"|"110037856834"|"TEXAS DEPARTMENT OF TRANSPORTATION HOUSTON DISTRICT MS4"|"WITHIN THE HOUSTON GALVESTON ANGLETON LAKE"|"HOUSTON"|"1380948"|"TX"|"77007"|29.778888|-95.43|""
"TXR040192"|"110038520963"|"TARRANT COUNTY COLLEGE DIST"|"NW CAMPUS MS4"|"HURST"|"1374183"|"TX"|"76054"|""|""|""
"TXR040193"|"110038335110"|"CITY OF SANTA FE MS4"|"WITHIN THE CITY OF SANTA FE"|"SANTA FE"|"1383869"|"TX"|"77510"|29.373333|-95.091944|""
"TXR040194"|"110038108286"|"CINCO MUD 12 MS4"|"FT BEND CO RUNS ADJ TO GRAND"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040195"|"110038520972"|"TEXAS DEPT OF TRANSPROTATION"|"MS4 SAN ANGELO URBANIZED AREA"|"SAN ANGELO"|"1375953"|"TX"|"76904"|""|""|""
"TXR040196"|"110038108295"|"WILLOW FORK DRAINAGE DIST MS4"|"BORDER OF FT BEND AND HARRIS"|"HOUSTON"|"1383864"|"TX"|"77027"|""|""|""
"TXR040197"|"110038520981"|"CITY OF LAKE DALLAS MS4"|"DENTON LEWISVILLE URBANIZED"|"LAKE DALLAS"|"1339497"|"TX"|"75065"|32.96799|-97.24776|""
